"codigo_origem";"descricao_original";"unidade_origem";"produto_canonico";"marca";"categoria";"nome_variante";"unidade_canonica";"atributos"
"goevo:000130";"ANEL JR 4""";"UN";"Anel JR";"";"Hidraulica";"4""";"UN";"Diametro=4"""
"goevo:000131";"VEDACIT COMUM 3,6KG OTTO";"UN";"Vedacit Comum Otto";"Otto";"Impermeabilizante";"3,6 kg";"UN";"Peso=3,6 kg"
"goevo:000132";"Paraf AB Chata PH 4,2x13 ZB";"CE";"Parafuso Autoatarrachante Philips Cabeça Chata";"";"Fixacao";"4,2 x 13 mm Zincado Branco";"PC";"Bitola=4,2 x 13 mm | Acabamento=Zincado Branco"
"goevo:000133";"FITA PERFURADA ACO 17MM C/10MTS";"UN";"Fita Perfurada Aço";"";"Fixacao";"17 mm 10 m";"UN";"Largura=17 mm | Comprimento=10 m"
"goevo:000134";"FITA DEMARC 48X14MT ZEBRADA";"UN";"Fita Demarcação Zebrada";"";"Seguranca";"48 mm 14 m";"UN";"Largura=48 mm | Comprimento=14 m"
"goevo:000135";"BARRA ROSCADA D 5/16 1MT";"UN";"Barra Roscada";"";"Fixacao";"5/16"" 1 m";"UN";"Bitola=5/16"" | Comprimento=1 m"
"goevo:000136";"BRASFORT-CADEADO P/ BICICLETA C/ SEGREDO 10MM X 1M";"UN";"Cadeado para Bicicleta com Segredo Brasfort";"Brasfort";"Seguranca";"10 mm 1 m";"UN";"Espessura=10 mm | Comprimento=1 m"
"goevo:000137";"CIMENTO COMUM 25KG VOTORAM CPII";"UN";"Cimento CP II Votorantim";"Votorantim";"Material Basico";"25 kg";"UN";"Peso=25 kg"
"goevo:000138";"TUBO ESGOTO 150MM 6 TIGRE MT";"MT";"Tubo Esgoto Tigre";"Tigre";"Hidraulica";"150 mm";"M";"Diametro=150 mm (6"")"
"goevo:000139";"TUBO ESGOTO 100MM 4 TIGRE MT";"MT";"Tubo Esgoto Tigre";"Tigre";"Hidraulica";"100 mm";"M";"Diametro=100 mm (4"")"
"goevo:000140";"TUBO ESGOTO 50MM 2 TIGRE MT";"MT";"Tubo Esgoto Tigre";"Tigre";"Hidraulica";"50 mm";"M";"Diametro=50 mm (2"")"
"goevo:000141";"Paraf ChipBoard Chata PH 4,5x16 BC";"CE";"Parafuso ChipBoard Philips Cabeça Chata";"";"Fixacao";"4,5 x 16 mm Bicromatizado";"PC";"Bitola=4,5 x 16 mm | Acabamento=Bicromatizado"
"goevo:000142";"ESMAL BRILH 1/4 VERMELHO SUVINIL";"UN";"Esmalte Brilhante Suvinil";"Suvinil";"Pintura";"Vermelho 1/4 galão";"UN";"Cor=Vermelho | Capacidade=1/4 galão"
"goevo:000143";"TESOURA MULTIUSO 21CM 160/8 MUNDIAL";"UN";"Tesoura Multiuso Mundial";"Mundial";"Ferramentas";"21 cm 160/8";"UN";"Tamanho=21 cm | Modelo=160/8"
"goevo:000144";"COLA BASTAO 20G SCOTCH 3M";"UN";"Cola Bastão Scotch 3M";"3M";"Escritorio";"20 g";"UN";"Peso=20 g"
"goevo:000145";"PINCEL 519 25MM 1 TIGRE";"UN";"Pincel Tigre 519";"Tigre";"Pintura";"25 mm";"UN";"Largura=25 mm (1"")"
"goevo:000146";"PINCEL 519 50MM 2 TIGRE";"UN";"Pincel Tigre 519";"Tigre";"Pintura";"50 mm";"UN";"Largura=50 mm (2"")"
"goevo:000147";"Alltak Jateado Cristal 1,50";"MT";"Adesivo Alltak Jateado";"Alltak";"Acabamento";"Cristal 1,50 m";"M";"Cor=Cristal | Largura=1,50 m"
"goevo:000148";"Alltak Jateado Black 1.38";"MT";"Adesivo Alltak Jateado";"Alltak";"Acabamento";"Black 1,38 m";"M";"Cor=Black | Largura=1,38 m"
"goevo:000149";"Cristal Jateado";"MT";"Adesivo Cristal Jateado";"";"Acabamento";"Padrão";"M";""
"goevo:000150";"Satin Black -Preto Fosco 1.38";"MT";"Adesivo Satin Black Preto Fosco";"";"Acabamento";"1,38 m";"M";"Largura=1,38 m"
"goevo:000151";"FINCAPINO ACAO INDIRETA CARGA MEDIA 100PC ANCORA";"CX";"Finca Pino Ação Indireta Ancora";"Ancora";"Fixacao";"Carga Média 100 pc";"PC";"Carga=Média | Quantidade=100 peças"
"goevo:000152";"CABO FLEXIVEL 450/750V 1 X 2,5MM2 CL4 BRANCO LANCE ( 3 x RL 100)";"MT";"Cabo Flexível 450/750V";"";"Eletrica";"1 x 2,5 mm² Classe 4 Branco";"M";"Bitola=1 x 2,5 mm² | Classe=4 | Cor=Branco"
"goevo:000153";"CABO FLEXIVEL 450/750V 1 X 2,5MM2 CL4 CINZA LANCE ( 3 x RL 100)";"MT";"Cabo Flexível 450/750V";"";"Eletrica";"Cinza 2,5 mm² CL4";"M";"Bitola=1 x 2,5 mm² | Classe=4 | Cor=Cinza"
"goevo:000154";"CABO FLEXIVEL 450/750V 1 X 2,5MM2 CL4 PRETO LANCE ( 40 x RL 100)";"MT";"Cabo Flexível 450/750V";"";"Eletrica";"Preto 2,5 mm² CL4";"M";"Bitola=1 x 2,5 mm² | Classe=4 | Cor=Preto"
"goevo:000155";"CAIXA GOWORK 4T + 1RJ";"PC";"Caixa Gowork";"Gowork";"Eletrica";"4T + 1RJ";"PC";"Configuracao=4T + 1RJ"
"goevo:000156";"Pelicula decorativo Venetian Blind 10X4";"RL";"Pelicula Decorativa Venetian Blind";"";"Acabamento";"10 x 4";"RL";"Dimensao=10 x 4"
"goevo:000157";"DISCO DE SERRA ESQ 10"" 100DTS ALUMINIO";"UN";"Disco de Serra Esquadria para Aluminio";"";"Ferramentas";"10"" 100 DTS";"UN";"Diametro=10"" | Dentes=100 DTS | Material=Aluminio"
"goevo:000158";"CABO HEPR ATOX FLEX 0,6/1KV 1 X 10MM2 CL5 BRANCO LANCE ( 2 x RL 100)";"MT";"Cabo HEPR Atox Flexivel 0,6/1KV";"";"Eletrica";"Branco 10 mm² CL5";"M";"Bitola=1 x 10 mm² | Classe=5 | Cor=Branco"
"goevo:000159";"LAMP LED BOLINHA FILAMENTO 2W BIV E27 2700K - IMPORTADO";"PC";"Lampada LED Bolinha Filamento";"";"Iluminacao";"2 W E27 2700K";"PC";"Potencia=2 W | Voltagem=Bivolt | Base=E27 | Temperatura=2700K"
"goevo:000160";"ESPELHO 4 MM GUARDIAN LAPIDADO";"M2";"Espelho Guardian Lapidado";"Guardian";"Vidros";"4 mm Lapidado";"M2";"Espessura=4 mm"
"goevo:000161";"FITA ISOLANTE 3M IMPERIAL 18MM X 20M";"UN";"Fita Isolante 3M Imperial";"3M";"Eletrica";"18 mm x 20 m";"UN";"Largura=18 mm | Comprimento=20 m"
"goevo:000162";"CORDÃO PARA CRACHÁ SEM PERSONALIZAÇÃO COM PRENDEDOR";"UN";"Cordao para Cracha com Prendedor";"";"Escritorio";"Sem Personalizacao";"UN";"Personalizacao=Sem Personalizacao"
"goevo:000163";"CRACHÁS EM PVC 0,8mm COM FURAÇÃO PARA PRENDEDOR TIPO ""JACARÉ"" -FORMATO 5,5x8,5cm";"UN";"Cracha em PVC com Furacao";"";"Escritorio";"5,5 x 8,5 cm 0,8 mm";"UN";"Espessura=0,8 mm | Tamanho=5,5 x 8,5 cm | Tipo Prendedor=Jacare"
"goevo:000164";"BROCHE - PERSONALIZADO OURO";"UN";"Broche Personalizado";"";"Diversos";"Ouro";"UN";"Acabamento=Ouro"
"goevo:000165";"INCOLOR 8 MM TEMPERADO";"M2";"Vidro Incolor Temperado";"";"Vidros";"8 mm Temperado";"M2";"Espessura=8 mm"
"goevo:000166";"KIT FILTRO G4 RPI-FSN2 SEM VOLTAGEM";"PC";"Kit Filtro G4 RPI-FSN2";"";"Ventilacao";"RPI-FSN2";"PC";"Modelo=RPI-FSN2 | Observacao=Sem Voltagem"
"goevo:000167";"REVISTA GOWORK - ORDEM DE COMPRA N:5259/2023";"UN";"Revista Gowork";"";"Grafica";"OC 5259/2023";"UN";"Ordem=5259/2023"
"goevo:000168";"ARRUELA LISA ZI 1/4""";"CT";"Arruela Lisa Zincada";"";"Fixacao";"1/4"" Zincada";"CT";"Bitola=1/4"" | Acabamento=Zincado"
"goevo:000169";"ACUCAR REFINADO AMORFO PAPEL MONO BR IMPRESSAO PRETO SACHE 5G/1002 UN";"CX";"Acucar Refinado Sache";"";"Alimentos";"5 g 1002 un";"CX";"Peso=5 g | Quantidade=1002 unidades"
"goevo:000170";"ADOCANTE SUCRALOSE COM DEXTROSE GOWORK 0,5G 1002 UNID.";"CX";"Adocante Sucralose Gowork";"Gowork";"Alimentos";"0,5 g 1002 un";"CX";"Peso=0,5 g | Quantidade=1002 unidades"
"goevo:000171";"PINO C/ARRUELA CON.ACAO INDIR.1/4x28 100pc ANCORA";"CX";"Finca Pino Ação Indireta Ancora";"Ancora";"Fixacao";"1/4"" x 28 mm 100 pc";"CX";"Bitola=1/4"" x 28 mm | Carga=Media | Quantidade=100 peças"
"goevo:000172";"FILTRO DE LINHA 6 TOMADAS 10A PRETO";"UN";"Filtro de Linha";"";"Eletrica";"6 Tomadas 10 A Preto";"UN";"Configuracao=6 Tomadas | Corrente=10 A | Cor=Preto"
"goevo:000173";"CAPACETE DE SEGURANÇA BRANCO";"UN";"Capacete de Seguranca";"";"EPI";"Branco";"UN";"Cor=Branco"
"goevo:000174";"CAPACETE DE SEGURANÇA CINZA";"UN";"Capacete de Seguranca";"";"EPI";"Cinza";"UN";"Cor=Cinza"
"goevo:000175";"CAPACETE DE SEGURANÇA VERDE";"UN";"Capacete de Seguranca";"";"EPI";"Verde";"UN";"Cor=Verde"
"goevo:000176";"MÁSCARA PFF2 COM CARVÃO ATIVO E VÁLVULA";"UN";"Mascara PFF2 com Carvao Ativo e Valvula";"";"EPI";"Padrao";"UN";""
"goevo:000177";"ÓCULOS DE PROTEÇÃO COM LENTE POLICARBONATO";"UN";"Oculos de Protecao";"";"EPI";"Lente Policarbonato";"UN";"Material Lente=Policarbonato"
"goevo:000178";"PROTETOR AURICULAR PLUG";"UN";"Protetor Auricular Plug";"";"EPI";"Padrao";"UN";""
"goevo:000179";"FITA ISOLANTE 18MM X 20M (3M IMPERIAL)";"UN";"Fita Isolante 3M Imperial";"3M";"Eletrica";"18 mm x 20 m";"UN";"Largura=18 mm | Comprimento=20 m"
"goevo:000180";"FITA ISOLANTE 19MMX20M ESP 0,19MM (3M SCOTCH)";"UN";"Fita Isolante 3M Scotch";"3M";"Eletrica";"19 mm x 20 m";"UN";"Largura=19 mm | Comprimento=20 m | Espessura=0,19 mm"
"goevo:000181";"GANCHO PARA BANHEIRO";"UN";"Gancho para Banheiro";"";"Acabamento";"Padrao";"UN";""
"goevo:000182";"JOGO DE FERRAMENTAS PARA FURAR E PARAFUSAR COM 91 PEÇAS V-LINE BOSH";"UN";"Jogo de Ferramentas V-Line Bosch";"Bosch";"Ferramentas";"91 Pecas";"UN";"Quantidade=91 peças | Tipo=Furar e Parafusar"
"goevo:000183";"BOTINA BICO DE AÇO N38";"PR";"Botina Bico de Aço";"";"EPI";"N38";"PR";"Numeracao=38"
"goevo:000184";"BOTINA BICO DE AÇO N39";"PR";"Botina Bico de Aço";"";"EPI";"N39";"PR";"Numeracao=39"
"goevo:000185";"BOTINA BICO DE AÇO N40";"PR";"Botina Bico de Aço";"";"EPI";"N40";"PR";"Numeracao=40"
"goevo:000186";"BOTINA BICO DE AÇO N41";"PR";"Botina Bico de Aço";"";"EPI";"N41";"PR";"Numeracao=41"
"goevo:000187";"BOTINA BICO DE AÇO N42";"PR";"Botina Bico de Aço";"";"EPI";"N42";"PR";"Numeracao=42"
"goevo:000188";"BOTINA BICO DE AÇO N43";"PR";"Botina Bico de Aço";"";"EPI";"N43";"PR";"Numeracao=43"
"goevo:000189";"BOTINA BICO DE AÇO N44";"PR";"Botina Bico de Aço";"";"EPI";"N44";"PR";"Numeracao=44"
"goevo:000190";"BOTINA BICO DE AÇO N45";"PR";"Botina Bico de Aço";"";"EPI";"N45";"PR";"Numeracao=45"
"goevo:000191";"BOTINA BICO DE AÇO N46";"PR";"Botina Bico de Aço";"";"EPI";"N46";"PR";"Numeracao=46"
"goevo:000192";"BOTINA BICO DE AÇO N47";"PR";"Botina Bico de Aço";"";"EPI";"N47";"PR";"Numeracao=47"
"goevo:000193";"BOTINA BICO DE AÇO N48";"PR";"Botina Bico de Aço";"";"EPI";"N48";"PR";"Numeracao=48"
"goevo:000194";"BOTINA BICO DE AÇO N49";"PR";"Botina Bico de Aço";"";"EPI";"N49";"PR";"Numeracao=49"
"goevo:000195";"BOTINA BICO DE AÇO N50";"PR";"Botina Bico de Aço";"";"EPI";"N50";"PR";"Numeracao=50"
"goevo:000196";"BOTINA BICO DE PVC N38";"PR";"Botina Bico de PVC";"";"EPI";"N38";"PR";"Numeracao=38"
"goevo:000197";"BOTINA BICO DE PVC N39";"PR";"Botina Bico de PVC";"";"EPI";"N39";"PR";"Numeracao=39"
"goevo:000198";"BOTINA BICO DE PVC N40";"PR";"Botina Bico de PVC";"";"EPI";"N40";"PR";"Numeracao=40"
"goevo:000199";"BOTINA BICO DE PVC N41";"PR";"Botina Bico de PVC";"";"EPI";"N41";"PR";"Numeracao=41"
"goevo:000200";"BOTINA BICO DE PVC N42";"PR";"Botina Bico de PVC";"";"EPI";"N42";"PR";"Numeracao=42"
"goevo:000201";"BOTINA BICO DE PVC N43";"PR";"Botina Bico de PVC";"";"EPI";"N43";"PR";"Numeracao=43"
"goevo:000202";"BOTINA BICO DE PVC N44";"PR";"Botina Bico de PVC";"";"EPI";"N44";"PR";"Numeracao=44"
"goevo:000203";"BOTINA BICO DE PVC N45";"PR";"Botina Bico de PVC";"";"EPI";"N45";"PR";"Numeracao=45"
"goevo:000204";"BOTINA BICO DE PVC N46";"PR";"Botina Bico de PVC";"";"EPI";"N46";"PR";"Numeracao=46"
"goevo:000205";"BOTINA BICO DE PVC N47";"PR";"Botina Bico de PVC";"";"EPI";"N47";"PR";"Numeracao=47"
"goevo:000206";"BOTINA BICO DE PVC N48";"PR";"Botina Bico de PVC";"";"EPI";"N48";"PR";"Numeracao=48"
"goevo:000207";"BOTINA BICO DE PVC N49";"PR";"Botina Bico de PVC";"";"EPI";"N49";"PR";"Numeracao=49"
"goevo:000208";"BOTINA BICO DE PVC N50";"PR";"Botina Bico de PVC";"";"EPI";"N50";"PR";"Numeracao=50"
"goevo:000209";"ALICATE DE CORTE";"UN";"Alicate de Corte";"";"Ferramentas";"Padrao";"UN";""
"goevo:000210";"TINTA SPRAY USO GERAL CINZA CHUMBO";"UN";"Tinta Spray Uso Geral";"";"Pintura";"Cinza Chumbo";"UN";"Cor=Cinza Chumbo"
"goevo:000211";"TINTA SPRAY PRETO FOSCO ALUMEN";"UN";"Tinta Spray Alumen";"";"Pintura";"Preto Fosco";"UN";"Cor=Preto Fosco"
"goevo:000212";"LAMPADA BULBO A60 BRANCA FRIA 6500K 9W";"UN";"Lampada LED Bulbo A60";"";"Iluminacao";"9W 6500K Branca Fria";"UN";"Potencia=9 W | Temperatura=6500K | Cor=Branca Fria"
"goevo:000213";"TINTA CORAL CINZA CONCRETO 18LTS";"UN";"Tinta Acrílica Coral";"Coral";"Pintura";"Cinza Concreto 18 L";"UN";"Cor=Cinza Concreto | Capacidade=18 L"
"goevo:000214";"TINTA CINZA ESTANHO 18LTS";"UN";"Tinta";"";"Pintura";"Cinza Estanho 18 L";"UN";"Cor=Cinza Estanho | Capacidade=18 L"
"goevo:000215";"TINTA CORAL CINZA MONTANHO 18LTS";"UN";"Tinta Acrílica Coral";"Coral";"Pintura";"Cinza Montanho 18 L";"UN";"Cor=Cinza Montanho | Capacidade=18 L"
"goevo:000216";"TINTA ESMALTE FOSCO PRETO 3,6L";"UN";"Esmalte Fosco";"";"Pintura";"Preto 3,6 L";"UN";"Cor=Preto | Capacidade=3,6 L"
"goevo:000217";"TINTA ESMALTE PRETO LOUSA 3,6LTS";"UN";"Esmalte Preto Lousa";"";"Pintura";"Preto 3,6 L";"UN";"Cor=Preto | Capacidade=3,6 L"
"goevo:000218";"TINTA BRANCA ACRILICA 18LTS";"UN";"Tinta Acrílica";"";"Pintura";"Branca 18 L";"UN";"Cor=Branca | Capacidade=18 L"
"goevo:000219";"TINTA SPRAY VERMELHO";"UN";"Tinta Spray Uso Geral";"";"Pintura";"Vermelho";"UN";"Cor=Vermelho"
"goevo:000220";"CABO FLEXIVEL 1,5MM AMARELO";"MT";"Cabo Flexível 450/750V";"";"Eletrica";"1,5 mm² Amarelo";"M";"Bitola=1 x 1,5 mm² | Cor=Amarelo"
"goevo:000221";"CABO FLEXIVEL 1,5MM VERDE";"MT";"Cabo Flexível 450/750V";"";"Eletrica";"1,5 mm² Verde";"M";"Bitola=1 x 1,5 mm² | Cor=Verde"
"goevo:000222";"CABO FLEXIVEL 2,5MM AMARELO";"MT";"Cabo Flexível 450/750V";"";"Eletrica";"2,5 mm² Amarelo";"M";"Bitola=1 x 2,5 mm² | Cor=Amarelo"
"goevo:000223";"CABO FLEXIVEL 2,5MM AZUL";"MT";"Cabo Flexível 450/750V";"";"Eletrica";"2,5 mm² Azul";"M";"Bitola=1 x 2,5 mm² | Cor=Azul"
"goevo:000224";"CABO FLEXIVEL 2,5MM PRETO";"MT";"Cabo Flexível 450/750V";"";"Eletrica";"2,5 mm² Preto";"M";"Bitola=1 x 2,5 mm² | Cor=Preto"
"goevo:000225";"CABO FLEXIVEL 2,5MM VERDE";"MT";"Cabo Flexível 450/750V";"";"Eletrica";"2,5 mm² Verde";"M";"Bitola=1 x 2,5 mm² | Cor=Verde"
"goevo:000226";"CABO FLEXÍVEL 4,0MM PRETO";"MT";"Cabo Flexível 450/750V";"";"Eletrica";"4,0 mm² Preto";"M";"Bitola=1 x 4,0 mm² | Cor=Preto"
"goevo:000227";"CABO PP 3X2,5 MM PRETO";"MT";"Cabo PP";"";"Eletrica";"3 x 2,5 mm² Preto";"M";"Bitola=3 x 2,5 mm² | Cor=Preto"
"goevo:000228";"ADAPTADOR 2P + T US P/ BR";"UN";"Adaptador de Tomada";"";"Eletrica";"US para BR";"UN";"Tipo=2P+T US para BR"
"goevo:000229";"ACABAMENTO PARA VALVULA HYDRA MAX BRANCO DECA";"UN";"Acabamento para Válvula Hydra Max Deca";"Deca";"Hidraulica";"Branco";"UN";"Cor=Branco"
"goevo:000230";"ACABAMENTO PARA VALVULA HYDRA MAX CINZA DECA";"UN";"Acabamento para Válvula Hydra Max Deca";"Deca";"Hidraulica";"Cinza";"UN";"Cor=Cinza"
"goevo:000231";"DIABO VERDE DESENTUPIDOR";"UN";"Desentupidor Diabo Verde";"";"Limpeza";"Padrão";"UN";""
"goevo:000232";"TORNEIRA PRESSMATIC DE FECHAMENTO AUTOMATICO DOCOL";"UN";"Torneira Pressmatic Fechamento Automático Docol";"Docol";"Hidraulica";"Padrão";"UN";""
"goevo:000233";"ACABAMENTO PARA REGISTRO DECA ASPEN 4900 C35 CROMADO";"UN";"Acabamento para Registro Deca Aspen";"Deca";"Hidraulica";"4900 C35 Cromado";"UN";"Modelo=4900 C35 | Acabamento=Cromado"
"goevo:000234";"SPIRADUTO 3/4 BRANCO";"MT";"Spiraduto";"";"Eletrica";"3/4"" Branco";"M";"Bitola=3/4"" | Cor=Branco"
"goevo:000235";"SPIRADUTO 3/4 PRETO";"MT";"Spiraduto";"";"Eletrica";"3/4"" Preto";"M";"Bitola=3/4"" | Cor=Preto"
"goevo:000236";"LAMPADA DE FILAMENTO RETRO T30-185";"UN";"Lampada LED Filamento Retro T30";"";"Iluminacao";"T30-185";"UN";"Modelo=T30-185"
"goevo:000237";"LAMPADA FILAMENTO G80 (BOLA)";"UN";"Lampada LED Filamento G80";"";"Iluminacao";"4 W Bivolt E27 2200K";"UN";"Potencia=4 W | Voltagem=Bivolt | Base=E27 | Temperatura=2200K | Fluxo Luminoso=360 lm"
"goevo:000238";"LAMPADA FILAMENTO ST64 (GOTA)";"UN";"Lampada LED Filamento Retro ST64";"";"Iluminacao";"4 W Bivolt E27 2200K";"UN";"Potencia=4 W | Voltagem=Bivolt | Base=E27 | Temperatura=2200K"
"goevo:000239";"LUMINARIA LUZ DE EMERGENCIA 30 LED";"UN";"Luminária LED de Emergência";"";"Iluminacao";"30 LED";"UN";"Quantidade LEDs=30"
"goevo:000240";"EUCATEX RODAPE ACGUA 70MM R9";"MT";"Rodapé Eucatex ACGUA";"Eucatex";"Acabamento";"70 mm R9";"M";"Altura=70 mm | Modelo=R9"
"goevo:000241";"PISO LAMINADO EVIDENCE CACAU MARFIM CX C/ 8 REGUA";"CX";"Piso Laminado Eucafloor Evidence";"Eucafloor";"Revestimento";"Cacau Marfim";"CX";"Cor=Cacau Marfim | Quantidade=8 réguas"
"goevo:000242";"PISO LAMINADO EVIDENCE CARVALHO CANELA CX C/ 8 REGUA";"CX";"Piso Laminado Eucafloor Evidence";"Eucafloor";"Revestimento";"Carvalho Canela";"CX";"Dimensao=217 x 1357 mm | Espessura=7 mm | Cor=Carvalho Canela"
"goevo:000243";"SENSOR DE PRESENÇA DE TETO 360° (EXATRON)";"UN";"Sensor Presenca Teto 360° Exatron";"Exatron";"Eletrica";"Padrao";"UN";""
"goevo:000244";"APONTADOR DE LAPIS";"UN";"Apontador de Lapis";"";"Escritorio";"Padrao";"UN";""
"goevo:000245";"LUVA DE SEGURANÇA PIGUIMENTADA";"UN";"Luva de Seguranca Pigmentada";"";"EPI";"Padrao";"UN";""
"goevo:000246";"CONDUITE FLEXIVEL 1"" AMARELO";"RL";"Conduite Flexivel";"";"Eletrica";"1"" Amarelo";"RL";"Bitola=1"" | Cor=Amarelo"
"goevo:000247";"CONDUITE FLEXIVEL 1"" LARANJA";"RL";"Conduite Flexivel";"";"Eletrica";"1"" Laranja";"RL";"Bitola=1"" | Cor=Laranja"
"goevo:000248";"CONDUITE FLEXIVEL 3/4 AMARELO";"RL";"Conduite Flexivel";"";"Eletrica";"3/4"" Amarelo";"RL";"Bitola=3/4"" | Cor=Amarelo"
"goevo:000249";"CADERNO GOWORK PRETO";"UN";"Caderno Gowork";"Gowork";"Escritorio";"Preto";"UN";"Cor=Preto"
"goevo:000250";"CANECA GOWORK";"UN";"Caneca Tradicional";"";"Diversos";"Padrao";"UN";""
"goevo:000251";"LIVRO GOWORK";"UN";"Livro Gowork";"Gowork";"Diversos";"Padrao";"UN";""
"goevo:000252";"MARCA PAGINA GOWORK";"UN";"Marca Pagina Gowork";"Gowork";"Diversos";"Padrao";"UN";""
"goevo:000253";"PORTA CARTÃO GOWORK";"UN";"Porta Cartao Gowork";"Gowork";"Diversos";"Padrao";"UN";""
"goevo:000254";"ORGANIZADOR DE FIO";"RL";"Organizador de Fio";"";"Organizacao";"Padrao";"RL";""
"goevo:000255";"ABRAÇADEIRA DE NYLON 4,0MM X 10CM PRETA";"PC";"Abraçadeira de Nylon";"";"Fixacao";"4,0 mm x 10 cm Preta";"PC";"Largura=4,0 mm | Comprimento=10 cm | Cor=Preta"
"goevo:000256";"ABRAÇADEIRA DE NYLON 4,8MM X 30CM PRETO";"PC";"Abraçadeira de Nylon";"";"Fixacao";"4,8 mm x 30 cm Preto";"PC";"Largura=4,8 mm | Comprimento=30 cm | Cor=Preto"
"goevo:000257";"ABRAÇADEIRA DE NYLON 4,8MM X 30CM TRANSPARENTE";"PC";"Abraçadeira de Nylon";"";"Fixacao";"4,8 mm x 30 cm Transparente";"PC";"Largura=4,8 mm | Comprimento=30 cm | Cor=Transparente"
"goevo:000258";"CHUVEIRO ELETRONICO 220V 6800W FIT BLACK HYDRA";"UN";"Chuveiro Eletronico Fit Black Hydra";"Hydra";"Eletrica";"220 V 6800 W";"UN";"Voltagem=220 V | Potencia=6800 W"
"goevo:000259";"REFIL C+3 IBBL";"UN";"Refil C+3 IBBL";"IBBL";"Filtros";"Padrao";"UN";""
"goevo:000260";"FILTRO PURIFICADOR DE AGUA IBBL";"UN";"Filtro Purificador de Agua IBBL";"IBBL";"Filtros";"Padrao";"UN";""
"goevo:000261";"PLAFON BRANCO E27 SIMPLES BOCAL PORCELANA";"UN";"Plafon Simples E27 Bocal Porcelana";"";"Iluminacao";"Branco E27";"UN";"Cor=Branco | Base=E27"
"goevo:000262";"PRENSA CABO ROSCA BSP 1/2 C+P";"UN";"Prensa Cabo Rosca BSP";"";"Eletrica";"1/2"" C+P";"UN";"Bitola=1/2"" | Material=C+P"
"goevo:000263";"REATOR P/ FITA LED";"UN";"Reator para Fita LED";"";"Eletrica";"Padrao";"UN";""
"goevo:000264";"REGISTRADOR ELETRONICO DE PONTO";"UN";"Registrador Eletronico de Ponto";"";"Equipamentos";"Padrao";"UN";""
"goevo:000265";"SOQUETE TOMADINHA C/RABICHO 20/40W";"UN";"Soquete Tomadinha com Rabicho";"";"Eletrica";"20/40 W";"UN";"Potencia=20/40 W"
"goevo:000266";"SUPORTE P/ CAIXA 4X2 PIAL";"UN";"Suporte para Caixa 4x2 Pial";"Pial";"Eletrica";"Padrao";"UN";""
"goevo:000267";"SUPORTE P/ LUSTRE THOMAS EDISON P/ 6 LAMPADAS";"UN";"Suporte para Lustre Thomas Edison";"";"Iluminacao";"6 Lampadas";"UN";"Capacidade=6 Lampadas"
"goevo:000268";"TAMPA 1 POSTO REDONDO 3/4""";"UN";"Tampa Condulet Redonda";"";"Eletrica";"1 Posto 3/4""";"UN";"Bitola=3/4"" | Configuracao=1 Posto Redondo"
"goevo:000269";"TAMPA 1P REDONDO 1""";"UN";"Tampa Condulet Redonda";"";"Eletrica";"1 Posto 1""";"UN";"Bitola=1"" | Configuracao=1 Posto Redondo"
"goevo:000270";"TAMPA 1P REDONDO 3/4""";"UN";"Tampa Condulet Redonda";"";"Eletrica";"1 Posto 3/4""";"UN";"Bitola=3/4"" | Configuracao=1 Posto Redondo"
"goevo:000271";"TAMPA 3 POSTOS 3/4"" QUADRADA";"UN";"Tampa Condulet Quadrada";"";"Eletrica";"3 Postos 3/4""";"UN";"Bitola=3/4"" | Configuracao=3 Postos"
"goevo:000272";"TAMPA CEGA 1"" ESTAMPADA";"UN";"Tampa Cega Estampada";"";"Eletrica";"1""";"UN";"Bitola=1"""
"goevo:000273";"TAMPA CEGA 1/2"" X 1/4"" ESTAMPADA";"UN";"Tampa Cega Estampada";"";"Eletrica";"1/2"" x 1/4""";"UN";"Bitola=1/2"" x 1/4"""
"goevo:000274";"TAMPA P/ CONDULETE 1"" POLEGADA";"UN";"Tampa Condulet Redonda";"";"Eletrica";"1"" 1 Posto Redondo";"UN";"Bitola=1"" | Configuracao=1 Posto Redondo"
"goevo:000275";"TAMPO P/ CONDULETE 3/4 CEGO";"UN";"Tampa Condulet Cega";"";"Eletrica";"3/4""";"UN";"Bitola=3/4"""
"goevo:000276";"TEMPORIZADOR DIGITAL PARA TRILHO ""DIN"" TM-ED220DIN";"UN";"Temporizador Digital para Trilho DIN";"";"Eletrica";"TM-ED220DIN";"UN";"Modelo=TM-ED220DIN"
"goevo:000277";"TOMADA 2P + T PB 20A VERMELHA COM HASTE REDONDA SEM PLACA 220V";"UN";"Tomada Embutir";"";"Eletrica";"2P+T 20A 220V Vermelha Sem Placa";"UN";"Tipo=2P+T | Corrente=20 A | Voltagem=220 V | Cor=Vermelha | Observacao=Sem Placa"
"goevo:000278";"TOMADA 2P+T P/ TAMPA DE PISO 10A PRETA";"UN";"Tomada para Tampa de Piso";"";"Eletrica";"2P+T 10A Preta";"UN";"Tipo=2P+T | Corrente=10 A | Cor=Preta"
"goevo:000279";"TOMADA EMBUTIR 2P+T 10A BRANCA";"UN";"Tomada Embutir";"";"Eletrica";"2P+T 10A Branca";"UN";"Tipo=2P+T | Corrente=10 A | Cor=Branca"
